Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GLP1R_3PA_GLP1_1 Spectral Count	GLP1R_3PA_GLP1_2 Spectral Count	GLP1R_3PA_GLP1_3 Spectral Count	GLP1R_3PA_GLP1_4 Spectral Count	GLP1R_3PA_VEH_1 Spectral Count	GLP1R_3PA_VEH_2 Spectral Count	GLP1R_3PA_VEH_3 Spectral Count	GLP1R_3PA_VEH_4 Spectral Count	GLP1R_WT_GLP1_1 Spectral Count	GLP1R_WT_GLP1_2 Spectral Count	GLP1R_WT_GLP1_3 Spectral Count	GLP1R_WT_GLP1_4 Spectral Count	GLP1R_WT_VEH_1 Spectral Count	GLP1R_WT_VEH_2 Spectral Count	GLP1R_WT_VEH_3 Spectral Count	GLP1R_WT_VEH_4 Spectral Count	NEG_1 Spectral Count	GLP1R_3PA_GLP1_1 Unique Spectral Count	GLP1R_3PA_GLP1_2 Unique Spectral Count	GLP1R_3PA_GLP1_3 Unique Spectral Count	GLP1R_3PA_GLP1_4 Unique Spectral Count	GLP1R_3PA_VEH_1 Unique Spectral Count	GLP1R_3PA_VEH_2 Unique Spectral Count	GLP1R_3PA_VEH_3 Unique Spectral Count	GLP1R_3PA_VEH_4 Unique Spectral Count	GLP1R_WT_GLP1_1 Unique Spectral Count	GLP1R_WT_GLP1_2 Unique Spectral Count	GLP1R_WT_GLP1_3 Unique Spectral Count	GLP1R_WT_GLP1_4 Unique Spectral Count	GLP1R_WT_VEH_1 Unique Spectral Count	GLP1R_WT_VEH_2 Unique Spectral Count	GLP1R_WT_VEH_3 Unique Spectral Count	GLP1R_WT_VEH_4 Unique Spectral Count	NEG_1 Unique Spectral Count	GLP1R_3PA_GLP1_1 Total Spectral Count	GLP1R_3PA_GLP1_2 Total Spectral Count	GLP1R_3PA_GLP1_3 Total Spectral Count	GLP1R_3PA_GLP1_4 Total Spectral Count	GLP1R_3PA_VEH_1 Total Spectral Count	GLP1R_3PA_VEH_2 Total Spectral Count	GLP1R_3PA_VEH_3 Total Spectral Count	GLP1R_3PA_VEH_4 Total Spectral Count	GLP1R_WT_GLP1_1 Total Spectral Count	GLP1R_WT_GLP1_2 Total Spectral Count	GLP1R_WT_GLP1_3 Total Spectral Count	GLP1R_WT_GLP1_4 Total Spectral Count	GLP1R_WT_VEH_1 Total Spectral Count	GLP1R_WT_VEH_2 Total Spectral Count	GLP1R_WT_VEH_3 Total Spectral Count	GLP1R_WT_VEH_4 Total Spectral Count	NEG_1 Total Spectral Count	GLP1R_3PA_GLP1_1 Intensity	GLP1R_3PA_GLP1_2 Intensity	GLP1R_3PA_GLP1_3 Intensity	GLP1R_3PA_GLP1_4 Intensity	GLP1R_3PA_VEH_1 Intensity	GLP1R_3PA_VEH_2 Intensity	GLP1R_3PA_VEH_3 Intensity	GLP1R_3PA_VEH_4 Intensity	GLP1R_WT_GLP1_1 Intensity	GLP1R_WT_GLP1_2 Intensity	GLP1R_WT_GLP1_3 Intensity	GLP1R_WT_GLP1_4 Intensity	GLP1R_WT_VEH_1 Intensity	GLP1R_WT_VEH_2 Intensity	GLP1R_WT_VEH_3 Intensity	GLP1R_WT_VEH_4 Intensity	NEG_1 Intensity	GLP1R_3PA_GLP1_1 MaxLFQ Intensity	GLP1R_3PA_GLP1_2 MaxLFQ Intensity	GLP1R_3PA_GLP1_3 MaxLFQ Intensity	GLP1R_3PA_GLP1_4 MaxLFQ Intensity	GLP1R_3PA_VEH_1 MaxLFQ Intensity	GLP1R_3PA_VEH_2 MaxLFQ Intensity	GLP1R_3PA_VEH_3 MaxLFQ Intensity	GLP1R_3PA_VEH_4 MaxLFQ Intensity	GLP1R_WT_GLP1_1 MaxLFQ Intensity	GLP1R_WT_GLP1_2 MaxLFQ Intensity	GLP1R_WT_GLP1_3 MaxLFQ Intensity	GLP1R_WT_GLP1_4 MaxLFQ Intensity	GLP1R_WT_VEH_1 MaxLFQ Intensity	GLP1R_WT_VEH_2 MaxLFQ Intensity	GLP1R_WT_VEH_3 MaxLFQ Intensity	GLP1R_WT_VEH_4 MaxLFQ Intensity	NEG_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|A8WCF8|TPRGL_RAT	A8WCF8	TPRGL_RAT	Tprg1l	266	Rattus norvegicus	1:Experimental evidence at protein level	Tumor protein p63-regulated gene 1-like protein	1.0	0.999	2	8	0	8	0	1	0	0	1	1	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0	0	0	1	1	0	16094.45	35790.402	13112.418	12913.89	9880.246	30583.469	14303.0205	26892.578	12070.14	22359.404	19197.203	20743.45	0.0	0.0	29306.32	12518.687	15815.629	18653.2	15306.989	15197.074	14966.983	11451.041	15471.664	16576.963	14387.183	13989.092	22053.545	18934.6	20459.695	0.0	0.0	16461.617	14508.949	8942.359	tr|A0A0G2K272|A0A0G2K272_RAT, tr|A0A8I6A704|A0A8I6A704_RAT, tr|A0A8L2QW99|A0A8L2QW99_RAT
sp|A9UMV8|H2AJ_RAT	A9UMV8	H2AJ_RAT	H2aj	129	Rattus norvegicus	2:Experimental evidence at transcript level	Histone H2A.J	1.0	0.9986	3	5	0	201	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	12	11	13	12	11	14	17	10	10	7	11	11	11	15	7	139378.2	12058.387	0.0	0.0	99624.664	25212.492	14722.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24813.977	3027.458	9647.277	61521.363	8003.7627	0.0	0.0	44875.88	31126.432	6441.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31073.402	6279.6396	6403.387	sp|P0C169|H2A1C_RAT, sp|P0C170|H2A1E_RAT, sp|Q00728|H2A4_RAT, sp|Q4FZT6|H2A3_RAT, sp|Q64598|H2A1F_RAT, tr|A0A8I6ARS7|A0A8I6ARS7_RAT, tr|A0A8L2QLK6|A0A8L2QLK6_RAT, tr|A0ABK0LE38|A0ABK0LE38_RAT, tr|A0ABK0LW76|A0ABK0LW76_RAT, tr|D3ZVK7|D3ZVK7_RAT, tr|G3V9C0|G3V9C0_RAT, tr|M0RDM4|M0RDM4_RAT
sp|B0BN49|RBMX2_RAT	B0BN49	RBMX2_RAT	Rbmx2	328	Rattus norvegicus	2:Experimental evidence at transcript level	RNA-binding motif protein, X-linked 2	1.0	0.999	8	210	0	210	11	10	13	12	13	13	12	14	10	12	11	12	16	14	13	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	13	12	13	13	12	14	10	12	11	12	16	14	13	14	10	1399499.2	1422675.2	1475949.5	1022594.44	1470914.6	1323682.6	1334693.9	1357961.4	1077170.1	920086.56	1405874.5	1251865.6	1508669.8	1501220.8	1356023.5	1302273.9	1389815.4	481697.94	485683.8	508318.5	472217.78	531307.06	443526.84	460458.8	477534.72	466703.16	419332.06	470425.97	434754.1	474550.62	480791.62	465855.28	452638.25	499882.53	tr|A0A8I5ZNI0|A0A8I5ZNI0_RAT
sp|B0BN85|SGT1_RAT	B0BN85	SGT1_RAT	Sugt1	336	Rattus norvegicus	2:Experimental evidence at transcript level	Protein SGT1 homolog	0.9402	0.9972	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7005.347	0.0	6723.1987	0.0	5612.755	6468.611	5570.304	7535.613	14325.696	9553.79	10885.968	20118.592	0.0	0.0	0.0	0.0	6050.34	7005.347	0.0	6723.1987	0.0	5612.755	6468.611	5570.304	7535.613	14325.696	9553.79	10885.968	20118.592	0.0	0.0	0.0	0.0	6050.34	tr|A0A8I5ZN09|A0A8I5ZN09_RAT, tr|A0A8L2Q886|A0A8L2Q886_RAT, tr|A0ABK0LZD6|A0ABK0LZD6_RAT
sp|B0BN86|TMM11_RAT	B0BN86	TMM11_RAT	Tmem11	190	Rattus norvegicus	2:Experimental evidence at transcript level	Transmembrane protein 11, mitochondrial	1.0	0.999	1	28	0	28	1	1	1	2	1	1	1	1	1	3	2	2	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	1	1	1	3	2	2	3	3	2	3	0	45251.5	17003.879	28068.473	20991.447	38961.406	26377.506	46807.656	32635.271	25914.445	52545.61	79632.69	65736.68	54376.094	59650.67	77544.484	56410.48	14786.265	27223.06	17003.879	28068.473	20991.447	23659.31	26377.506	29680.684	20693.275	25914.445	32464.38	50422.527	40860.91	34474.176	37730.83	49082.734	35760.863	14786.265	tr|A0A0G2JUS7|A0A0G2JUS7_RAT
sp|B0BN93|PSD13_RAT	B0BN93	PSD13_RAT	Psmd13	376	Rattus norvegicus	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 13	1.0	0.999	11	137	0	137	6	8	6	7	6	7	7	5	7	12	10	10	9	10	12	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	6	7	6	7	7	5	7	12	10	10	9	10	12	11	4	298783.56	390124.66	179908.12	277108.88	264014.12	238016.8	274197.9	239784.58	332241.06	418154.25	350440.38	423443.1	368037.8	383265.1	424506.1	425721.94	231047.02	57310.97	62405.117	56290.777	58877.285	52824.824	57557.734	52831.605	51212.035	75677.28	75427.29	68830.11	76091.414	70876.39	78561.43	72829.05	73991.49	51700.234	tr|A0ABK0M0J7|A0ABK0M0J7_RAT
sp|B0BNA7|EIF3I_RAT	B0BNA7	EIF3I_RAT	Eif3i	325	Rattus norvegicus	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	6	121	0	121	6	8	8	8	8	7	5	6	10	6	7	7	8	7	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	8	8	8	7	5	6	10	6	7	7	8	7	6	7	7	155560.31	187562.03	155436.78	186466.02	185097.02	201247.22	188436.86	138720.05	204331.81	200849.55	201621.75	198948.33	184939.02	215602.33	218052.2	218233.97	184592.19	46411.773	46651.527	46726.55	46285.42	45056.23	49158.207	48483.887	47018.527	50545.766	48558.824	49567.28	49253.098	54479.074	52539.336	53177.742	53986.844	46360.16	tr|A0A8I6ANA7|A0A8I6ANA7_RAT
sp|B0BND0|ENPP6_RAT	B0BND0	ENPP6_RAT	Enpp6	440	Rattus norvegicus	1:Experimental evidence at protein level	Glycerophosphocholine cholinephosphodiesterase ENPP6	0.9264	0.9965	1	16	0	16	2	1	1	0	1	1	1	1	0	1	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	1	1	0	1	1	2	1	1	1	0	1	76373.195	67800.93	67809.59	77345.984	83799.445	57264.242	73756.09	93828.78	72277.914	68246.75	68233.21	60218.3	84795.484	73289.35	80954.03	82933.44	84361.2	76373.195	67800.93	67809.59	77345.984	83799.445	57264.242	73756.09	93828.78	72277.914	68246.75	68233.21	60218.3	84795.484	73289.35	80954.03	82933.44	84361.2	tr|A0A8I6G4L0|A0A8I6G4L0_RAT
sp|B0BNE2|RPAB1_RAT	B0BNE2	RPAB1_RAT	Polr2e	210	Rattus norvegicus	2:Experimental evidence at transcript level	DNA-directed RNA polymerases I, II, and III subunit RPABC1	0.9995	0.999	2	5	0	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	51661.445	43386.047	60429.766	28793.83	50596.08	51051.64	56592.984	31912.045	25570.012	19485.49	24960.021	39975.64	28356.555	18861.559	12875.43	27173.744	20130.518	26390.223	18767.69	29805.799	32170.508	26184.605	27594.8	30977.104	35654.4	28568.63	21770.572	27887.105	18027.125	31681.953	21073.47	14385.343	30360.434	18353.332	tr|A0A1W2Q690|A0A1W2Q690_RAT
sp|B0BNF8|HTAI2_RAT	B0BNF8	HTAI2_RAT	Htatip2	242	Rattus norvegicus	1:Experimental evidence at protein level	Protein HTATIP2	1.0	0.999	4	8	0	8	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	0	116468.375	96040.72	190785.84	123968.11	105863.8	94607.56	80499.02	86506.99	108246.65	131772.3	126724.234	121407.01	55948.5	72819.34	59281.062	74479.49	97816.9	57119.188	57574.82	70698.13	60044.176	51952.02	58067.7	51454.63	56708.42	65036.19	66609.234	63158.9	58769.4	61062.11	65576.1	54274.48	55328.94	45849.016	tr|A0A0G2QC15|A0A0G2QC15_RAT
sp|B0BNG0|EMC2_RAT	B0BNG0	EMC2_RAT	Emc2	297	Rattus norvegicus	2:Experimental evidence at transcript level	ER membrane protein complex subunit 2	1.0	0.999	5	53	0	53	1	2	3	3	2	2	4	4	2	6	2	5	3	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	2	2	4	4	2	6	2	5	3	6	4	4	0	38449.312	63945.523	100094.53	96556.74	91826.56	83086.0	59582.535	82350.33	89935.59	109093.6	117202.72	118175.01	103186.9	111809.37	80618.016	120966.06	51997.426	26193.38	25946.174	29309.213	27708.352	29876.494	28856.871	23734.021	27425.348	36501.562	31886.82	33579.12	35340.285	35010.73	32910.59	28263.379	32531.725	25921.994	tr|A0A8I5ZZJ5|A0A8I5ZZJ5_RAT
sp|B0BNM9|GLTP_RAT	B0BNM9	GLTP_RAT	GLTP	209	Rattus norvegicus	2:Experimental evidence at transcript level	Glycolipid transfer protein	0.9778	0.999	1	8	8	8	0	0	0	0	0	0	0	0	0	1	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	2	1	0	11086.955	12476.512	0.0	13682.636	13742.46	16472.002	14675.596	10463.3	9901.782	0.0	16918.914	20940.328	13644.838	21486.299	20260.748	18335.676	5635.2017	11086.955	12476.512	0.0	13682.636	13742.46	16472.002	14675.596	10463.3	9901.782	0.0	16918.914	20940.328	13644.838	21486.299	20260.748	18335.676	5635.2017	
sp|B0K020|CISD1_RAT	B0K020	CISD1_RAT	Cisd1	108	Rattus norvegicus	3:Protein inferred from homology	CDGSH iron-sulfur domain-containing protein 1	1.0	0.999	3	52	0	52	3	4	4	2	2	2	3	3	2	5	4	2	5	3	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	2	2	2	3	3	2	5	4	2	5	3	4	2	2	92766.38	89379.24	79047.42	92718.445	74370.28	68153.9	92248.86	81826.21	68799.87	92160.6	79840.3	82324.95	78648.17	50623.227	64125.066	79068.06	56040.05	36227.812	34687.37	37045.598	36809.574	34785.617	32103.834	35703.207	32007.588	32444.969	35544.5	41073.71	40112.336	41704.9	42753.18	39230.812	38832.168	26969.504	tr|A0A8I6A430|A0A8I6A430_RAT, tr|A0A8I6GFI7|A0A8I6GFI7_RAT, tr|A0ABK0LV75|A0ABK0LV75_RAT
sp|B0K025|OSTC_RAT	B0K025	OSTC_RAT	Ostc	149	Rattus norvegicus	2:Experimental evidence at transcript level	Oligosaccharyltransferase complex subunit OSTC	0.9778	0.999	1	7	0	7	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	33868.98	28705.787	23540.611	23854.004	31842.623	23440.703	26333.818	27102.4	31936.727	24393.072	32573.273	23516.36	35806.95	44458.66	35410.53	45034.21	28591.314	33868.98	28705.787	23540.611	23854.004	31842.623	23440.703	26333.818	27102.4	31936.727	24393.072	32573.273	23516.36	35806.95	44458.66	35410.53	45034.21	28591.314	tr|A0A8I6A3Y5|A0A8I6A3Y5_RAT, tr|A0A8I6ANL0|A0A8I6ANL0_RAT
sp|B0K036|SDHF1_RAT	B0K036	SDHF1_RAT	Sdhaf1	118	Rattus norvegicus	3:Protein inferred from homology	Succinate dehydrogenase assembly factor 1, mitochondrial	0.9778	0.999	1	31	31	31	1	2	2	1	2	1	2	2	1	1	3	3	4	1	2	1	2	1	2	2	1	2	1	2	2	1	1	3	3	4	1	2	1	2	1	2	2	1	2	1	2	2	1	1	3	3	4	1	2	1	2	34156.875	25314.742	24155.729	19344.98	24975.979	23193.752	32985.465	29051.502	29675.887	21029.002	19290.604	28349.395	32331.78	34698.258	19102.695	26003.35	28614.084	34156.875	25314.742	24155.729	19344.98	24975.979	23193.752	32985.465	29051.502	29675.887	21029.002	19290.604	28349.395	32331.78	34698.258	19102.695	26003.35	28614.084	
sp|B1H267|SNX5_RAT	B1H267	SNX5_RAT	Snx5	404	Rattus norvegicus	1:Experimental evidence at protein level	Sorting nexin-5	1.0	0.999	3	30	5	30	2	4	1	2	1	3	1	0	1	3	2	1	1	3	1	4	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	2	4	1	2	1	3	1	0	1	3	2	1	1	3	1	4	0	77602.0	119923.766	23590.91	58631.5	45102.227	95699.15	56151.45	0.0	61178.168	108268.55	83257.23	48093.32	29471.475	58928.527	22921.03	22958.21	30147.947	46935.63	44982.773	48141.4	38146.496	37836.45	70051.88	47909.55	0.0	52198.45	36933.945	44781.137	16157.842	60141.723	50279.01	46774.39	46850.266	25291.242	
sp|B1WBW4|ARM10_RAT	B1WBW4	ARM10_RAT	Armc10	306	Rattus norvegicus	1:Experimental evidence at protein level	Armadillo repeat-containing protein 10	0.9998	0.9981	1	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12348.878	13587.403	31239.102	35828.01	12101.888	12130.915	10574.857	11193.142	14241.889	13481.487	14408.55	37470.484	12801.42	0.0	28167.945	0.0	11859.704	14494.107	15947.787	14024.142	15298.899	14204.21	14238.28	12411.906	13137.598	16715.969	15823.472	16911.582	12743.68	15025.264	0.0	12644.476	0.0	13919.955	tr|A0ABK0LS75|A0ABK0LS75_RAT
sp|B1WC61|ACAD9_RAT	B1WC61	ACAD9_RAT	Acad9	625	Rattus norvegicus	1:Experimental evidence at protein level	Complex I assembly factor ACAD9, mitochondrial	1.0	0.999	7	19	0	19	0	2	1	0	0	1	2	1	2	0	1	2	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1	2	0	1	2	1	0	4	2	0	21311.273	12553.557	49483.336	44298.85	15954.832	57965.1	49978.8	18592.05	48082.32	20738.342	38060.387	31672.441	56642.227	41270.957	76991.47	48717.65	42736.7	21453.727	24549.975	19233.584	18007.611	16093.911	22132.01	20910.082	18804.633	21271.494	19660.916	19416.828	16310.009	23604.193	20830.314	20138.36	19461.64	17449.027	tr|A0A8I6AHW9|A0A8I6AHW9_RAT
sp|B2GUV7|IF2P_RAT	B2GUV7	IF2P_RAT	Eif5b	1216	Rattus norvegicus	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 5B	1.0	0.999	79	8135	0	8135	484	510	491	453	472	472	487	490	443	427	469	440	444	474	483	521	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	510	491	453	472	472	487	490	443	427	469	440	444	474	483	521	575	7.1532752E7	8.3404664E7	7.6565032E7	7.2377352E7	7.0385552E7	7.3435376E7	7.4125024E7	6.6655968E7	7.1372824E7	7.1132704E7	7.863524E7	7.2603864E7	6.6153052E7	6.4772884E7	6.894228E7	6.9338096E7	9.747636E7	4983690.5	5774049.5	5340071.5	5009765.0	4969640.0	4987862.5	5243135.5	4829764.0	4837210.0	4783564.0	5207394.5	4862739.0	4547528.0	4463955.0	4646677.5	4731344.5	6448965.0	
sp|B2GUW6|AEN_RAT	B2GUW6	AEN_RAT	Aen	332	Rattus norvegicus	2:Experimental evidence at transcript level	Apoptosis-enhancing nuclease	1.0	0.999	2	20	20	20	1	1	0	0	1	2	2	1	2	0	0	0	4	1	2	2	1	1	1	0	0	1	2	2	1	2	0	0	0	4	1	2	2	1	1	1	0	0	1	2	2	1	2	0	0	0	4	1	2	2	1	30755.22	45099.79	11410.359	11082.378	10056.767	54432.48	55360.0	62167.33	51830.277	8868.57	9635.612	7636.5107	48537.82	53319.566	50003.453	42024.445	52149.266	19401.654	23418.719	27243.564	26460.47	24011.703	27158.676	26254.1	30220.65	29653.393	21174.746	23006.148	18233.06	25245.562	21670.014	27225.932	18914.637	27205.627	
sp|B2GUZ5|CAZA1_RAT	B2GUZ5	CAZA1_RAT	Capza1	286	Rattus norvegicus	1:Experimental evidence at protein level	F-actin-capping protein subunit alpha-1	1.0	0.999	7	64	0	64	7	5	6	3	2	3	1	4	6	1	3	3	5	5	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	6	3	2	3	1	4	6	1	3	3	5	5	7	3	0	217704.1	115173.016	114890.92	183730.84	109862.84	112338.38	161137.25	117639.24	194933.72	132741.06	114568.484	211286.75	214829.0	216519.23	243377.94	163583.72	74762.09	54858.434	46839.105	46781.152	46694.74	46432.992	45878.523	43843.145	48964.02	42950.492	41722.133	43595.06	42434.375	41124.387	41542.707	55832.78	44506.02	31277.654	tr|A0A8L2QPP4|A0A8L2QPP4_RAT
sp|B2GV05|RBM5_RAT	B2GV05	RBM5_RAT	Rbm5	815	Rattus norvegicus	1:Experimental evidence at protein level	RNA-binding protein 5	1.0	0.999	4	4	0	14	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	2	2	1	2	3	0	0.0	14549.96	13349.845	14838.4	15062.212	14787.443	45348.258	0.0	15080.978	0.0	36942.97	39480.164	57037.727	25672.87	51020.457	34797.258	14701.027	0.0	18489.924	16964.83	18856.47	19140.887	18791.715	20343.355	0.0	19164.734	0.0	17143.902	19243.836	17713.465	17494.846	17790.16	16487.873	18681.898	tr|A0A8L2QCT2|A0A8L2QCT2_RAT, tr|A0A8L2R731|A0A8L2R731_RAT
sp|B2GV24|UFL1_RAT	B2GV24	UFL1_RAT	Ufl1	793	Rattus norvegicus	1:Experimental evidence at protein level	E3 UFM1-protein ligase 1	1.0	0.999	5	11	1	11	0	1	0	2	1	0	0	1	0	0	1	0	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	1	0	1	2	1	1	0	37937.258	54697.94	14618.444	35395.83	54310.664	38995.27	43000.1	37659.93	25731.928	57399.867	46690.727	34021.156	22468.3	39116.0	41795.156	37943.598	23496.887	15673.28	16135.341	15708.536	15035.167	15938.607	15660.044	17563.742	15806.09	14256.5625	17092.914	16510.04	18777.059	15195.302	15706.32	14706.619	13879.059	12831.94	
sp|B2GV38|UBL4A_RAT	B2GV38	UBL4A_RAT	Ubl4a	157	Rattus norvegicus	2:Experimental evidence at transcript level	Ubiquitin-like protein 4A	1.0	0.9964	3	6	0	6	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	149486.1	42643.625	0.0	26920.049	101110.13	47222.086	6640.405	26556.902	54429.5	37838.57	37907.52	38086.812	43001.78	44097.094	134158.34	53211.055	21977.52	58625.586	31968.158	0.0	20237.586	46389.47	28874.455	20850.584	19793.516	33719.832	30935.115	27961.322	32248.467	35223.875	25500.844	72073.72	30215.508	20460.86	tr|A0A8L2URF4|A0A8L2URF4_RAT
sp|B2RYD2|ESRP1_RAT	B2RYD2	ESRP1_RAT	Esrp1	677	Rattus norvegicus	2:Experimental evidence at transcript level	Epithelial splicing regulatory protein 1	1.0	0.999	2	6	0	6	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	1	0	0.0	0.0	66212.29	57971.023	34769.95	36974.85	67873.445	34135.91	29758.412	26463.14	68742.08	68801.77	54308.953	60106.734	66591.06	62739.695	45019.93	0.0	0.0	35963.727	31521.174	34400.266	36581.723	36937.79	33772.965	36005.62	32018.568	37394.812	36820.676	29576.877	32655.0	36156.547	34156.5	24246.918	tr|A0A8I6AFU1|A0A8I6AFU1_RAT, tr|A0A8I6APB2|A0A8I6APB2_RAT, tr|A0A8L2QVS8|A0A8L2QVS8_RAT, tr|F1LP81|F1LP81_RAT
sp|B2RYG1|FA32A_RAT	B2RYG1	FA32A_RAT	Fam32a	112	Rattus norvegicus	3:Protein inferred from homology	Protein FAM32A	1.0	0.999	4	178	0	178	9	11	8	8	10	10	11	9	11	11	12	12	11	12	10	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	8	8	10	10	11	9	11	11	12	12	11	12	10	10	13	1699209.1	1875167.4	1843669.2	1807702.2	1555033.5	1584326.9	1676602.6	1734710.0	1580875.1	1706022.4	1865002.2	1884964.0	1674793.1	1659205.4	1645680.6	1624854.2	2409323.5	1008843.06	1117681.2	1091933.5	1082961.5	915171.06	937230.6	1010635.3	1016840.7	943697.3	926673.75	1002704.6	965299.2	905083.75	898817.44	930094.75	905745.9	1434136.2	
sp|B2RYG6|OTUB1_RAT	B2RYG6	OTUB1_RAT	Otub1	271	Rattus norvegicus	1:Experimental evidence at protein level	Ubiquitin thioesterase OTUB1	1.0	0.999	5	50	0	50	2	3	3	4	4	3	3	2	3	3	4	2	4	2	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	4	3	3	2	3	3	4	2	4	2	3	4	1	81600.23	128096.91	125114.34	74027.13	49127.05	78800.305	73248.5	70027.2	98985.49	55900.75	122911.61	101515.3	101961.42	106100.03	105757.83	100659.97	70471.56	35107.168	34269.676	33304.46	31627.588	30828.205	33491.707	31033.955	29819.277	31305.916	34930.117	32207.242	32780.96	31604.03	33975.586	34625.016	32955.105	29964.69	tr|A0A8L2QFR7|A0A8L2QFR7_RAT
sp|B2RYI0|WDR91_RAT	B2RYI0	WDR91_RAT	Wdr91	747	Rattus norvegicus	2:Experimental evidence at transcript level	WD repeat-containing protein 91	1.0	0.999	9	116	116	116	3	7	5	5	12	7	7	8	6	5	6	9	7	13	6	9	1	3	7	5	5	12	7	7	8	6	5	6	9	7	13	6	9	1	3	7	5	5	12	7	7	8	6	5	6	9	7	13	6	9	1	139276.56	163053.06	169730.06	128424.164	158783.25	165626.28	161274.81	165080.47	159845.25	135941.4	138575.44	135414.22	168891.27	187393.14	194565.92	176080.52	101893.71	27120.504	33325.234	32020.406	32241.559	32405.38	32582.49	32261.455	33064.547	32151.584	32399.473	33194.258	31972.82	31256.633	32976.188	31507.416	33708.227	24005.236	
